date,adjOpen,adjHigh,adjLow,adjClose
20070615,50.79,50.99,50.42,50.56
20070618,50.83,50.85,50.33,50.43
20070619,50.31,50.88,50.3,50.85
20070620,50.91,50.99,49.42,49.46
20070621,49.69,49.88,48.68,49.84
20070622,49.56,49.75,48.58,48.72
20070625,48.72,49.21,48.06,48.36
20070626,48.76,49.05,48.3,48.6
20070627,48.21,49.3,48.08,49.24
20070628,49.25,49.48,48.57,48.96
20070629,49.23,49.3,48.1,48.45
20070702,48.9,49.25,48.57,49.15
20070703,49.19,49.58,49.04,49.34
20070705,49.1,49.35,48.66,48.79
20070706,48.62,49.16,48.45,48.97
20070709,49.21,49.28,48.53,48.79
20070710,48.3,48.42,47.46,47.51
20070711,47.16,48.44,47.12,48.13
20070712,48.65,49.62,48.53,49.53
20070713,49.68,50.22,49.27,50.05
20070716,49.91,50.46,49.74,49.83
20070717,49.95,50.48,49.83,49.92
20070718,48.72,49.29,47.83,48.74
20070719,49.3,49.4,47.84,48.62
20070720,48.66,48.77,47.38,47.56
20070723,47.7,47.87,47.07,47.15
20070724,46.5,46.56,45.13,45.34
20070725,45.67,46.21,44.31,45.27
20070726,44.08,44.55,43.5,44.08
20070727,44.0,45.24,43.7,44.23
20070730,44.23,45.14,43.61,44.75
20070731,45.47,45.97,43.94,44.01
20070801,43.7,44.44,43.2,44.38
20070802,44.4,44.76,44.0,44.59
20070803,44.67,44.95,43.46,43.65
20070806,44.0,45.11,43.28,45.11
20070807,44.69,46.05,44.15,45.34
20070808,45.47,47.23,45.27,46.51
20070809,45.0,45.94,44.17,44.17
20070810,43.5,44.8,43.41,44.25
20070813,45.18,45.43,43.68,43.83
20070814,43.83,44.02,43.13,43.3
20070815,43.13,44.41,42.81,43.0
20070816,42.25,45.9,42.18,45.47
20070817,46.95,48.0,46.15,47.01
20070820,47.17,47.45,45.07,46.49
20070821,46.12,47.08,45.76,46.2
20070822,46.5,46.82,45.03,46.0
20070823,46.26,46.31,45.15,45.67
20070824,45.5,46.0,45.03,45.95
20070827,45.75,45.9,44.89,44.91
20070828,44.21,44.38,43.46,43.6
20070829,43.91,44.23,43.15,44.13
20070830,43.64,44.36,43.34,43.97
20070831,44.78,45.05,44.27,44.52
20070904,44.31,45.62,44.26,45.3
20070905,44.83,44.97,44.07,44.17
20070906,44.24,44.55,43.83,44.21
20070907,43.5,43.99,43.2,43.52
20070910,43.75,44.45,43.35,43.93
20070911,44.17,44.84,44.0,44.54
20070912,44.34,44.74,44.15,44.47
20070913,44.42,45.78,44.38,45.6
20070914,45.23,45.64,45.01,45.54
20070917,45.28,45.63,44.89,45.29
20070918,45.6,47.86,45.12,47.82
20070919,47.97,48.05,47.18,47.57
20070920,47.73,47.75,46.73,46.96
20070921,47.48,47.5,46.63,47.13
20070924,47.06,47.19,46.17,46.34
20070925,46.04,46.25,45.65,46.1
20070926,46.26,46.69,45.74,46.13
20070927,46.2,46.28,45.68,46.21
20070928,46.05,46.21,45.58,45.82
20071001,45.5,47.04,45.44,46.81
20071002,46.99,47.34,46.82,47.16
20071003,46.71,47.46,46.65,47.0
20071004,47.2,47.43,46.98,47.25
20071005,47.45,47.88,47.28,47.58
20071008,47.31,47.58,47.05,47.44
20071009,47.59,47.7,46.99,47.57
20071010,47.47,47.47,46.55,46.91
20071011,47.01,47.62,46.53,46.66
20071012,46.78,47.1,46.54,46.82
20071015,46.77,46.82,45.79,46.27
20071016,46.17,46.4,44.6,45.11
20071017,47.05,47.1,45.75,46.37
20071018,46.1,46.13,45.45,45.9
20071019,45.79,46.6,44.96,45.02
20071022,44.77,45.93,44.66,45.37
20071023,45.66,45.99,45.13,45.94
20071024,45.81,46.44,44.74,46.27
20071025,46.1,46.55,45.15,46.05
20071026,46.74,47.45,45.93,47.32
20071029,47.39,47.5,46.51,46.67
20071030,46.4,46.89,46.06,46.56
20071031,46.95,47.55,46.04,47.0
20071101,45.59,45.79,44.2,44.35
20071102,44.45,44.48,42.06,43.15
20071105,42.3,43.2,41.67,42.77
20071106,42.99,44.34,42.89,44.11
20071107,43.11,43.8,42.15,42.24
20071108,42.55,42.92,40.68,42.61
20071109,41.71,43.29,41.17,42.31
20071112,42.15,43.68,41.96,42.39
20071113,42.81,45.4,42.63,45.05
20071114,45.52,46.02,44.44,45.15
20071115,44.62,45.18,43.08,43.53
20071116,43.86,43.96,42.48,43.09
20071119,42.7,42.84,41.19,41.37
20071120,40.99,42.35,40.28,41.63
20071121,40.81,42.0,40.15,40.68
20071123,41.15,42.2,41.06,41.95
20071126,41.9,42.04,40.33,40.46
20071127,40.79,42.48,40.57,42.35
20071128,42.8,44.13,42.56,43.96
20071129,43.91,44.09,43.02,43.65
20071130,46.0,46.09,45.13,45.62
20071203,45.53,45.75,44.96,45.21
20071204,44.05,45.09,44.0,44.15
20071205,44.3,45.19,43.93,44.9
20071206,44.62,46.25,44.54,46.21
20071207,46.42,46.81,45.85,46.08
20071210,46.63,47.86,46.55,47.42
20071211,47.11,48.02,45.5,45.94
20071212,47.35,47.79,45.18,46.15
20071213,45.46,46.25,44.73,45.76
20071214,45.03,45.79,44.68,45.2
20071217,44.36,45.5,44.36,44.53
20071218,44.7,44.95,43.13,43.9
20071219,44.0,45.02,43.66,43.98
20071220,44.25,44.53,43.05,43.33
20071221,43.74,44.18,43.34,44.11
20071224,44.44,45.11,44.37,44.83
20071226,44.53,44.99,44.24,44.94
20071227,44.52,44.7,43.51,43.64
20071228,44.19,44.27,42.82,43.26
20071231,43.07,44.14,42.79,43.65
20080102,43.47,43.79,42.0,42.17
20080103,42.57,42.65,41.76,41.88
20080104,41.6,41.79,40.64,40.93
20080107,41.06,41.58,40.16,41.34
20080108,41.5,41.58,39.42,39.62
20080109,39.29,40.34,38.54,40.26
20080110,39.5,42.14,39.3,41.33
20080111,41.1,42.1,40.39,40.86
20080114,41.25,41.66,40.6,41.36
20080115,40.11,40.4,38.85,39.17
20080116,40.68,42.65,40.21,41.43
20080117,41.25,41.47,39.89,40.04
20080118,40.0,40.67,38.52,39.59
20080122,38.01,42.0,37.77,40.86
20080123,40.33,46.15,40.0,45.67
20080124,45.85,46.01,44.26,44.96
20080125,45.12,45.84,43.21,43.64
20080128,43.9,45.6,43.4,45.57
20080129,46.38,47.8,44.82,47.45
20080130,46.59,49.28,46.39,47.35
20080131,46.2,48.19,45.85,47.55
20080201,47.27,48.69,46.9,48.25
20080204,47.97,48.14,46.03,46.22
20080205,45.06,45.46,43.85,43.89
20080206,44.32,44.74,43.27,43.72
20080207,43.54,45.58,43.25,45.11
20080208,44.71,44.85,43.26,43.82
20080211,43.78,43.87,42.82,43.35
20080212,43.61,44.45,42.75,43.31
20080213,43.75,44.17,43.01,44.1
20080214,43.87,44.0,42.47,42.61
20080215,42.47,43.25,42.01,43.25
20080219,43.61,44.05,42.17,42.83
20080220,42.39,43.34,41.85,43.15
20080221,43.13,43.69,42.22,43.07
20080222,43.16,44.02,41.91,43.93
20080225,43.75,44.45,42.76,44.03
20080226,43.64,44.54,43.41,43.72
20080227,43.04,44.49,42.62,44.41
20080228,43.99,44.0,42.39,42.44
20080229,41.65,41.97,40.38,40.65
20080303,40.5,40.61,39.43,39.82
20080304,39.19,39.58,38.22,39.19
20080305,39.34,39.58,38.11,38.69
20080306,38.1,38.15,37.15,37.37
20080307,37.0,39.08,36.61,37.56
20080310,37.7,38.26,36.31,36.48
20080311,39.0,39.25,37.16,38.84
20080312,39.06,40.23,38.4,38.61
20080313,37.89,38.95,36.63,38.11
20080314,38.11,38.24,36.02,36.54
20080317,37.45,41.09,37.0,40.31
20080318,42.5,42.88,41.25,42.71
20080319,43.53,44.89,42.47,42.47
20080320,42.95,46.44,42.85,45.97
20080324,45.3,47.91,45.02,46.55
20080325,45.76,46.65,44.91,46.06
20080326,45.06,45.25,43.97,44.11
20080327,44.48,44.49,42.86,42.86
20080328,43.13,43.84,42.65,42.71
20080331,42.77,44.25,42.62,42.95
20080401,45.25,47.0,44.66,47.0
20080402,47.07,47.56,45.94,46.24
20080403,45.35,47.03,45.32,46.28
20080404,45.94,46.44,45.12,45.57
20080407,46.24,46.74,45.47,45.54
20080408,45.12,45.61,44.43,44.86
20080409,44.99,45.1,44.08,44.3
20080410,44.2,44.8,43.58,43.86
20080411,43.52,43.9,42.48,42.53
20080414,42.52,42.8,41.17,41.5
20080415,42.41,42.7,41.28,42.12
20080416,43.64,44.96,43.1,44.96
20080417,44.38,45.32,44.17,45.12
20080418,46.69,46.86,45.42,45.76
20080421,45.08,45.48,44.6,45.23
20080422,44.92,45.79,44.75,45.65
20080423,45.75,46.04,44.69,45.15
20080424,45.54,47.34,45.34,46.97
20080425,47.35,47.85,46.54,47.79
20080428,47.17,48.08,46.81,47.34
20080429,47.05,47.73,46.84,47.08
20080430,47.29,48.61,46.73,47.65
20080501,47.97,49.45,47.7,49.25
20080502,49.5,49.75,48.03,48.66
20080505,48.22,48.63,47.85,48.0
20080506,47.32,48.7,47.25,48.2
20080507,48.4,48.42,46.39,46.57
20080508,46.73,46.88,45.31,46.05
20080509,45.58,46.92,45.52,46.57
20080512,46.61,47.29,46.51,47.24
20080513,47.19,47.24,45.22,45.48
20080514,45.79,46.37,45.3,45.91
20080515,45.61,47.04,45.61,47.02
20080516,47.04,47.13,46.05,46.53
20080519,46.49,47.22,45.87,45.99
20080520,45.32,45.48,43.5,43.7
20080521,43.94,44.05,42.33,42.42
20080522,42.36,43.73,42.1,43.05
20080523,42.65,42.9,42.13,42.32
20080527,42.32,43.4,42.3,43.01
20080528,43.28,43.42,41.9,42.86
20080529,42.5,44.06,42.45,43.57
20080530,43.86,43.91,42.87,43.0
20080602,42.65,42.72,41.66,42.15
20080603,42.34,42.69,41.19,41.89
20080604,41.81,42.35,41.16,41.63
20080605,41.93,42.32,41.4,42.1
20080606,41.55,41.57,39.98,40.09
20080609,40.07,40.22,36.42,37.51
20080610,37.24,39.23,37.16,38.29
20080611,38.37,38.69,37.07,37.13
20080612,37.9,38.74,37.71,38.01
20080613,38.82,39.59,37.8,39.58
20080616,39.39,40.65,39.1,39.94
20080617,40.31,40.74,38.95,39.04
20080618,38.43,39.25,37.93,38.74
20080619,38.6,39.03,36.82,38.65
20080620,37.84,39.19,36.95,37.86
20080623,37.87,37.97,36.52,36.87
20080624,36.75,38.26,36.25,37.72
20080625,38.06,39.31,37.54,37.91
20080626,37.04,37.57,36.2,36.32
20080627,36.42,36.89,34.2,35.05
20080630,34.99,35.32,33.96,34.31
20080701,33.38,34.34,32.34,34.02
20080702,34.26,35.74,34.23,34.6
20080703,35.2,36.09,34.49,35.31
20080707,35.45,35.95,33.56,34.04
20080708,34.17,36.05,33.42,35.77
20080709,35.67,36.74,34.1,34.28
20080710,34.01,35.19,33.55,34.51
20080711,33.66,34.45,32.09,33.16
20080714,34.13,34.35,31.68,31.69
20080715,30.83,32.82,29.25,31.02
20080716,32.2,35.94,31.5,35.94
20080717,38.99,40.99,38.73,40.8
20080718,40.9,41.06,39.25,40.02
20080721,40.37,40.95,38.35,38.65
20080722,38.84,41.04,37.64,40.86
20080723,41.2,43.0,39.37,41.96
20080724,41.96,42.14,39.04,39.14
20080725,39.25,40.37,38.48,39.52
20080728,39.28,40.64,37.41,37.66
20080729,38.0,40.75,37.18,40.75
20080730,41.77,42.06,39.97,41.57
20080731,40.6,41.96,40.3,40.63
20080801,41.75,41.75,39.78,40.76
20080804,39.64,40.89,39.22,40.14
20080805,41.2,42.0,40.22,41.89
20080806,41.08,42.27,40.34,41.39
20080807,41.0,41.54,39.48,39.81
20080808,39.87,41.65,39.4,41.07
20080811,40.6,42.84,40.37,41.89
20080812,40.74,40.9,37.02,37.92
20080813,37.45,37.65,36.15,36.91
20080814,36.51,38.42,36.5,37.81
20080815,37.92,38.71,37.37,38.07
20080818,37.95,38.03,36.69,36.74
20080819,36.01,36.4,35.0,35.58
20080820,35.47,37.07,35.02,37.0
20080821,36.13,36.59,35.79,36.26
20080822,37.11,38.25,36.86,37.67
20080825,37.29,37.45,36.08,36.13
20080826,36.15,37.11,35.9,36.61
20080827,36.44,37.22,35.87,37.14
20080828,37.53,38.88,37.25,38.88
20080829,38.36,38.94,38.09,38.49
20080902,39.88,40.02,38.51,38.99
20080903,38.87,39.75,38.44,39.71
20080904,39.5,39.78,37.83,37.91
20080905,37.4,39.72,37.35,39.6
20080908,42.94,43.11,40.0,41.55
20080909,40.85,41.94,39.45,39.47
20080910,40.0,40.44,38.79,39.4
20080911,38.17,41.69,37.93,41.65
20080912,40.86,41.95,40.19,41.17
20080915,38.84,41.85,37.0,37.0
20080916,35.52,40.94,35.02,40.74
20080917,39.2,40.68,35.5,35.77
20080918,36.9,40.99,34.05,40.3
20080919,47.0,47.5,44.28,47.05
20080922,44.5,45.0,40.75,40.8
20080923,40.42,42.18,40.06,40.56
20080924,40.56,42.5,40.32,40.5
20080925,42.25,45.0,41.55,43.46
20080926,42.02,48.35,42.01,48.24
20080929,46.57,47.49,41.0,41.0
20080930,44.75,47.39,43.8,46.7
20081001,46.75,50.0,46.31,49.63
20081002,49.25,49.85,46.72,49.85
20081003,50.0,50.5,45.23,45.9
20081006,43.36,45.15,41.7,44.0
20081007,45.48,45.48,39.32,39.32
20081008,39.13,43.55,39.0,39.3
20081009,41.01,42.69,36.68,36.68
20081010,35.24,41.95,35.02,41.64
20081013,43.73,43.95,39.66,41.99
20081014,43.3,43.5,39.66,40.71
20081015,39.36,41.79,38.0,38.49
20081016,38.82,41.0,36.31,40.49
20081017,39.7,41.39,39.06,39.33
20081020,40.13,40.7,38.8,40.66
20081021,39.96,41.25,39.6,39.74
20081022,39.0,40.04,36.01,37.17
20081023,37.4,38.75,35.83,37.85
20081024,35.8,37.73,34.51,35.43
20081027,34.8,35.9,33.4,34.0
20081028,34.97,37.72,32.52,37.6
20081029,37.41,38.38,35.51,35.71
20081030,36.94,38.0,36.03,37.62
20081031,37.64,41.25,37.35,41.25
20081103,41.0,41.1,40.21,40.73
20081104,41.03,42.4,40.88,42.17
20081105,41.97,42.5,38.63,39.22
20081106,38.62,39.76,37.86,38.26
20081107,38.48,38.52,36.47,37.75
20081110,38.23,38.45,35.65,36.41
20081111,35.95,37.44,35.28,36.35
20081112,35.39,36.3,34.31,34.57
20081113,34.58,37.5,33.5,37.19
20081114,36.25,36.8,34.18,34.47
20081117,33.58,34.87,32.54,32.77
20081118,32.67,33.1,30.36,32.14
20081119,31.73,32.0,28.28,28.47
20081120,27.76,27.99,22.32,23.38
20081121,23.53,24.4,19.69,22.72
20081124,23.68,28.34,22.67,27.58
20081125,29.65,30.71,28.62,29.77
20081126,28.75,30.75,28.17,30.62
20081128,30.5,31.93,30.14,31.66
20081201,30.45,30.55,26.02,26.12
20081202,26.38,28.9,24.61,28.53
20081203,27.33,30.74,27.04,30.25
20081204,29.8,32.9,29.75,31.08
20081205,30.49,33.99,29.73,33.35
20081208,33.79,37.6,33.6,36.49
20081209,35.6,35.7,33.66,33.96
20081210,34.24,34.96,33.09,33.52
20081211,32.68,32.76,29.74,29.94
20081212,28.31,31.2,28.01,30.94
20081215,29.05,29.75,28.17,28.63
20081216,28.84,32.75,28.84,32.35
20081217,31.3,32.89,31.05,31.86
20081218,32.28,32.59,30.12,30.21
20081219,30.1,31.25,29.78,30.32
20081222,30.37,31.19,29.51,29.82
20081223,30.39,30.4,29.11,29.11
20081224,29.09,29.88,28.91,29.85
20081226,30.08,30.26,29.25,29.8
20081229,29.8,29.83,28.81,29.78
20081230,30.11,31.05,30.0,31.01
20081231,30.73,31.94,30.44,31.53
20090102,31.26,31.64,30.47,31.35
20090105,30.6,30.72,29.08,29.25
20090106,29.76,30.42,29.51,29.88
20090107,29.1,29.4,28.0,28.09
20090108,27.78,27.95,26.86,27.22
20090109,27.37,27.5,25.81,25.97
20090112,25.95,26.11,24.5,24.91
20090113,25.21,26.58,24.58,26.35
20090114,25.61,26.26,24.76,25.91
20090115,26.69,27.05,23.77,24.34
20090116,24.73,24.9,20.53,22.82
20090120,20.95,21.0,18.02,18.09
20090121,19.24,22.84,18.9,22.63
20090122,22.45,23.83,21.21,23.1
20090123,21.91,24.57,21.81,24.28
20090126,24.91,25.75,23.74,24.5
20090127,25.16,25.17,24.06,25.06
20090128,27.24,27.77,26.34,27.66
20090129,26.62,27.17,25.25,25.43
20090130,25.94,26.98,24.6,25.51
20090202,24.96,25.67,24.35,25.2
20090203,25.23,25.43,23.7,24.05
20090204,24.36,25.5,23.74,24.04
20090205,23.87,25.32,22.5,24.54
20090206,25.49,27.8,25.4,27.63
20090209,26.62,27.97,26.3,27.28
20090210,27.15,27.6,24.35,24.62
20090211,25.25,26.62,25.14,26.09
20090212,25.32,26.22,24.17,26.19
20090213,25.25,25.89,24.66,24.69
20090217,22.67,23.2,21.65,21.65
20090218,22.06,22.2,21.0,21.51
20090219,22.12,22.3,20.54,20.6
20090220,19.84,21.0,18.75,19.9
20090223,21.25,21.56,19.48,19.51
20090224,20.0,21.1,18.96,21.02
20090225,20.95,23.22,20.13,21.73
20090226,23.49,24.18,22.8,23.05
20090227,21.78,23.6,21.63,22.85
20090302,21.63,22.42,21.07,21.16
20090303,21.69,21.9,20.61,21.01
20090304,21.6,21.65,18.8,19.3
20090305,18.48,19.0,16.05,16.6
20090306,17.25,17.67,14.96,15.93
20090309,15.2,17.29,15.02,15.9
20090310,17.3,19.5,17.13,19.5
20090311,20.31,20.9,19.12,20.4
20090312,20.26,23.33,20.03,23.2
20090313,23.68,24.33,22.91,23.75
20090316,24.16,25.27,22.96,23.09
20090317,23.21,25.2,22.27,25.14
20090318,24.79,27.33,24.19,27.11
20090319,27.16,27.41,24.62,24.95
20090320,24.51,24.69,23.15,23.15
20090323,25.49,29.15,25.13,28.86
20090324,28.0,29.3,26.22,26.22
20090325,27.2,28.71,25.94,28.56
20090326,29.0,29.6,27.65,29.1
20090327,28.25,29.2,27.28,27.4
20090330,25.6,26.37,24.78,24.85
20090331,25.7,27.1,25.42,26.58
20090401,25.38,28.28,25.32,28.14
20090402,29.49,29.59,27.42,28.16
20090403,28.0,29.28,27.5,29.28
20090406,28.33,28.9,27.68,28.2
20090407,27.24,28.05,27.02,27.25
20090408,27.47,27.83,26.53,27.43
20090409,30.81,33.09,30.2,32.75
20090413,32.0,34.15,31.82,33.7
20090414,33.0,33.25,30.66,30.7
20090415,30.65,32.97,30.27,32.56
20090416,33.8,33.98,32.37,33.24
20090417,33.23,33.98,32.53,33.26
20090420,31.8,32.42,29.65,29.69
20090421,29.12,32.58,28.87,32.53
20090422,31.53,34.12,31.32,31.9
20090423,32.2,33.75,31.66,33.21
20090424,33.65,34.49,32.25,33.38
20090427,32.45,33.76,32.4,32.78
20090428,32.36,33.72,32.3,32.79
20090429,33.39,34.56,33.25,34.48
20090430,34.99,35.2,32.75,33.0
20090501,32.82,33.77,32.07,32.49
20090504,33.12,35.98,32.9,35.79
20090505,35.56,35.95,34.46,34.82
20090506,35.74,37.35,35.56,37.22
20090507,38.5,38.72,34.74,35.24
20090508,36.74,38.94,36.2,38.94
20090511,37.42,38.17,35.83,35.83
20090512,36.21,36.26,34.06,35.36
20090513,34.74,35.27,33.68,34.05
20090514,34.1,35.62,33.82,35.54
20090515,35.46,35.68,34.4,34.91
20090518,35.7,37.35,35.21,37.26
20090519,37.34,37.67,35.77,35.81
20090520,36.61,36.76,34.26,34.55
20090521,34.18,35.36,34.03,34.9
20090522,35.17,35.25,34.41,34.41
20090526,34.26,36.56,34.21,36.54
20090527,36.55,36.72,34.66,34.66
20090528,35.08,36.67,34.98,36.65
20090529,36.91,37.05,35.68,36.9
20090601,37.41,37.73,35.77,36.11
20090602,35.25,35.52,34.5,34.5
20090603,34.48,34.97,33.66,33.98
20090604,34.35,35.44,34.23,35.35
20090605,35.67,35.75,34.5,34.55
20090608,34.68,35.73,34.6,35.39
20090609,35.7,35.76,35.09,35.26
20090610,35.64,35.65,34.37,34.84
20090611,35.09,35.87,34.54,34.94
20090612,34.8,35.44,34.8,35.13
20090615,34.9,35.04,33.95,34.0
20090616,34.27,34.39,33.38,33.5
20090617,33.52,33.52,32.18,32.73
20090618,32.96,34.31,32.89,34.17
20090619,34.59,35.12,33.79,35.0
20090622,34.68,35.0,32.86,32.87
20090623,33.1,34.09,32.93,33.57
20090624,33.76,33.93,33.08,33.46
20090625,33.6,34.18,32.81,34.14
20090626,34.03,34.74,33.9,34.45
20090629,34.53,34.7,34.05,34.6
20090630,34.65,34.79,33.87,34.11
20090701,34.19,34.56,33.65,33.77
20090702,33.32,33.4,32.27,32.27
20090706,32.05,32.6,31.59,32.6
20090707,32.62,33.4,32.29,32.81
20090708,33.01,33.49,31.8,32.71
20090709,32.87,33.75,32.87,33.62
20090710,33.26,33.67,32.21,32.34
20090713,32.82,34.71,32.81,34.71
20090714,34.47,35.09,34.06,34.7
20090715,35.1,36.76,35.01,36.26
20090716,35.6,36.41,35.22,36.13
20090717,36.48,37.2,36.18,36.89
20090720,37.0,37.44,36.6,36.98
20090721,37.22,37.31,36.61,36.94
20090722,36.44,37.33,36.21,36.83
20090723,37.0,38.47,36.59,38.15
20090724,38.04,38.25,37.56,37.92
20090727,37.85,38.35,37.57,38.13
20090728,37.74,38.2,37.65,38.08
20090729,37.68,38.22,37.44,37.77
20090730,38.18,39.28,37.9,38.47
20090731,38.24,38.65,37.93,38.65
20090803,39.17,39.75,38.99,39.6
20090804,39.19,40.5,39.17,40.21
20090805,40.36,42.2,40.26,41.78
20090806,42.46,42.46,40.22,40.75
20090807,41.2,43.13,41.18,42.36
20090810,42.03,43.22,42.03,42.69
20090811,42.26,42.51,40.94,41.24
20090812,41.14,42.45,41.04,42.21
20090813,42.6,43.0,41.81,42.9
20090814,42.61,42.84,41.8,42.45
20090817,41.17,41.58,40.71,40.73
20090818,41.16,41.88,41.15,41.7
20090819,41.1,41.9,41.0,41.41
20090820,41.53,42.63,41.48,42.42
20090821,42.99,43.81,42.53,43.66
20090824,43.84,44.24,42.96,43.01
20090825,43.49,44.14,43.3,43.58
20090826,43.36,43.78,42.92,43.3
20090827,43.0,43.62,42.54,43.45
20090828,43.75,43.81,42.52,42.92
20090831,42.44,43.6,42.06,43.46
20090901,43.03,43.82,41.56,41.67
20090902,41.5,42.11,40.75,40.86
20090903,41.25,42.24,41.11,42.11
20090904,42.39,42.49,41.79,42.34
20090908,42.69,43.04,41.85,42.54
20090909,42.6,43.07,42.39,42.86
20090910,42.76,43.15,42.2,43.02
20090911,43.18,43.38,42.48,42.5
20090914,42.06,43.84,42.01,43.75
20090915,43.58,44.19,42.55,43.19
20090916,43.32,44.68,43.21,44.65
20090917,44.22,45.11,44.2,44.96
20090918,45.2,45.34,44.71,44.95
20090921,44.56,44.8,44.22,44.55
20090922,44.77,46.49,44.49,46.47
20090923,46.36,46.5,44.98,45.06
20090924,45.28,45.8,44.26,44.37
20090925,44.2,44.27,43.34,43.65
20090928,43.94,44.83,43.7,44.81
20090929,44.95,45.2,44.43,44.88
20090930,44.73,44.84,43.43,43.82
20091001,43.35,43.56,41.36,41.37
20091002,40.77,42.4,40.53,41.86
20091005,42.46,43.92,42.35,43.8
20091006,44.41,45.0,44.07,44.91
20091007,44.52,45.82,44.46,45.7
